Date,HomeTeam,AwayTeam,FTR,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,h2h_home_win_rate,h2h_away_win_rate,h2h_draw_rate,h2h_total_matches,home_recent_points,home_recent_win_rate,home_momentum_score,home_attack_form,home_defense_form,home_goals_scored_recent,home_goals_conceded_recent,away_recent_points,away_recent_win_rate,away_momentum_score,away_attack_form,away_defense_form,away_goals_scored_recent,away_goals_conceded_recent,home_elo_before,away_elo_before,elo_difference,home_team_venue_points_per_game,home_team_venue_win_rate,home_team_venue_goals_per_game,home_team_venue_conceded_per_game,away_team_venue_points_per_game,away_team_venue_win_rate,away_team_venue_goals_per_game,away_team_venue_conceded_per_game,home_season_points_per_game,home_season_season_position_estimate,home_season_season_goal_diff,away_season_points_per_game,away_season_season_position_estimate,away_season_season_goal_diff,competition_form,european_footprint,goal_expectation,elo_vs_form,home_advantage,defensive_battle,attacking_threat,form_vs_elo
14/08/2015,Aston Villa,Man United,A,0,1,0,1,5,9,1,2,14,10,3,5,2,2,0,0,0.33,0.33,0.34,0.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,1515.0,1515.0,0.0,1.0,0.33,1.0,1.0,1.0,0.33,1.0,1.0,3.0,8.0,1.0,3.0,8.0,1.0,-0.009889062901635251,0,1.0,4545.0,1615.0,1.0,1.0,2.9702970297029703
15/08/2015,West Ham,Leicester,A,1,2,0,2,10,11,3,6,11,12,8,4,1,3,1,0,0.33,0.33,0.34,0.0,3.0,1.0,3.0,2.0,1.0,2.0,0.0,3.0,1.0,3.0,4.0,0.0,4.0,2.0,1515.0,1515.0,0.0,1.0,0.33,1.0,1.0,1.0,0.33,1.0,1.0,3.0,8.0,2.0,3.0,8.0,2.0,0.23051963790464158,0,1.0,4545.0,1615.0,1.0,1.0,2.9702970297029703
15/08/2015,Watford,West Brom,D,0,0,0,0,16,6,5,0,13,10,2,4,1,2,0,0,0.33,0.33,0.34,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,1500.0,1485.0,15.0,1.0,0.33,1.0,1.0,1.0,0.33,1.0,1.0,1.0,16.0,0.0,3.0,8.0,-3.0,-0.6452287519119001,0,1.0,0.0,1600.0,1.0,1.0,0.0
15/08/2015,Tottenham,Stoke,D,2,2,2,0,13,16,7,7,15,11,4,3,2,2,0,0,0.33,0.33,0.34,0.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1485.0,1485.0,0.0,1.0,0.33,1.0,1.0,1.0,0.33,1.0,1.0,3.0,8.0,-1.0,3.0,8.0,-1.0,-0.8061881529506693,0,1.0,4455.0,1585.0,1.0,1.0,3.0303030303030303
15/08/2015,Swansea,Newcastle,H,2,0,1,0,19,4,6,2,11,8,4,4,2,1,0,1,0.33,0.33,0.34,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1500.0,1500.0,0.0,1.0,0.33,1.0,1.0,1.0,0.33,1.0,1.0,1.0,16.0,0.0,1.0,16.0,0.0,1.2269632027507336,0,1.0,0.0,1600.0,1.0,1.0,0.0
15/08/2015,Sunderland,Norwich,A,1,3,0,2,6,19,2,6,7,7,6,6,1,2,0,0,0.33,0.33,0.34,0.0,3.0,1.0,3.0,2.0,0.0,2.0,4.0,3.0,1.0,3.0,1.0,0.0,1.0,3.0,1485.0,1485.0,0.0,1.0,0.33,1.0,1.0,1.0,0.33,1.0,1.0,3.0,8.0,-2.0,3.0,8.0,-2.0,0.6550818352672377,0,1.0,4455.0,1585.0,1.0,1.0,3.0303030303030303
15/08/2015,Southampton,Everton,A,0,3,0,2,17,10,4,4,11,10,9,9,4,2,0,0,0.33,0.33,0.34,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1500.0,1500.0,0.0,1.0,0.33,1.0,1.0,1.0,0.33,1.0,1.0,1.0,16.0,0.0,1.0,16.0,0.0,-0.36955164315157935,0,1.0,0.0,1600.0,1.0,1.0,0.0
16/08/2015,Crystal Palace,Arsenal,A,1,2,1,1,11,20,4,7,14,12,6,6,1,1,0,0,0.33,0.33,0.34,0.0,3.0,1.0,3.0,3.0,0.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,1515.0,1485.0,30.0,1.0,0.33,1.0,1.0,1.0,0.33,1.0,1.0,3.0,8.0,2.0,3.0,8.0,-2.0,-0.2444363760522727,0,1.0,4545.0,1615.0,1.0,1.0,2.9702970297029703
16/08/2015,Man City,Chelsea,H,3,0,1,0,18,10,8,3,19,13,5,1,4,2,0,0,0.33,0.33,0.34,0.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1515.0,1500.0,15.0,1.0,0.33,1.0,1.0,1.0,0.33,1.0,1.0,3.0,8.0,3.0,1.0,16.0,0.0,0.28127212552065745,0,1.0,4545.0,1615.0,1.0,1.0,2.9702970297029703
17/08/2015,Liverpool,Bournemouth,H,1,0,1,0,18,13,2,2,11,18,6,8,1,4,0,0,0.33,0.33,0.34,0.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1515.0,1485.0,30.0,1.0,0.33,1.0,1.0,1.0,0.33,1.0,1.0,3.0,8.0,1.0,3.0,8.0,-1.0,-0.8095517297156566,0,1.0,4545.0,1615.0,1.0,1.0,2.9702970297029703
22/08/2015,Crystal Palace,Aston Villa,H,2,1,0,0,16,11,6,2,12,15,6,4,3,3,0,0,0.33,0.33,0.34,0.0,3.0000000000000004,1.0,3.0000000000000004,2.0,0.0,4.0,3.0,3.0000000000000004,1.0,3.0000000000000004,0.5,0.5,1.0,1.0,1498.7080052393337,1500.0,-1.2919947606662845,3.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,3.0,8.0,1.0,3.0,8.0,0.0,0.03877248003057615,1,0.5,4496.124015718002,1598.7080052393337,1.0,1.0,3.0025862171073014
22/08/2015,Leicester,Tottenham,D,1,1,0,0,13,19,2,6,7,14,2,7,1,4,0,0,0.33,0.33,0.34,0.0,3.0000000000000004,1.0,3.0000000000000004,3.0,0.0,6.0,3.0,1.7551057039395697,0.5,0.8775528519697848,1.0,0.0,2.0,3.0,1530.0,1485.0,45.0,3.0,1.0,4.0,2.0,3.0,1.0,0.0,1.0,3.0,8.0,3.0,2.0,12.0,-1.0,-0.1610344409086122,0,2.5,4590.000000000001,1630.0,1.5,2.0,2.9411764705882355
22/08/2015,Man United,Newcastle,D,0,0,0,0,20,7,8,0,15,11,11,5,2,2,0,0,0.33,0.33,0.34,0.0,3.0000000000000004,1.0,3.0000000000000004,1.0,1.0,2.0,0.0,2.244894296060431,0.5,1.1224471480302154,1.0,0.0,2.0,4.0,1530.0,1485.0,45.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,8.0,2.0,2.0,12.0,-2.0,-0.4479701612157278,1,1.5,4590.000000000001,1630.0,1.0,0.5,2.9411764705882355
22/08/2015,Norwich,Stoke,D,1,1,1,1,21,6,7,1,16,5,9,0,4,1,0,0,0.33,0.33,0.34,0.0,3.0000000000000004,1.0,3.0000000000000004,2.0,0.0,4.0,4.0,1.7551057039395697,0.5,0.8775528519697848,1.0,0.0,2.0,3.0,1500.0,1485.0,15.0,3.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,3.0,8.0,0.0,2.0,12.0,-1.0,-0.07128546367705933,0,1.5,4500.000000000001,1600.0,2.5,1.5,3.0000000000000004
22/08/2015,Sunderland,Swansea,D,1,1,0,1,10,20,2,9,16,9,3,4,4,2,0,0,0.33,0.33,0.34,0.0,3.0000000000000004,1.0,3.0000000000000004,1.5,0.0,3.0,7.0,2.244894296060431,0.5,1.1224471480302154,2.0,0.0,4.0,2.0,1470.0,1515.0,-45.0,3.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,3.0,8.0,-4.0,2.0,12.0,2.0,0.7472024749989766,0,1.5,4410.000000000001,1570.0,2.5,1.5,3.0612244897959187
22/08/2015,West Ham,Bournemouth,A,3,4,0,2,10,15,4,7,8,11,5,4,0,0,1,0,0.33,0.33,0.34,0.0,3.0000000000000004,1.0,3.0000000000000004,1.5,0.0,3.0,2.0,3.0000000000000004,1.0,3.0000000000000004,0.0,0.0,0.0,2.0,1500.0,1471.2919947606663,28.708005239333716,3.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,8.0,1.0,3.0,8.0,-2.0,-0.33023955966229596,0,1.0,4500.000000000001,1600.0,1.5,0.5,3.0000000000000004
23/08/2015,West Brom,Chelsea,A,2,3,1,3,15,15,6,5,9,12,8,7,2,1,0,1,0.33,0.33,0.34,0.0,1.7551057039395697,0.5,0.8775528519697848,0.0,0.0,0.0,3.0,2.244894296060431,0.5,1.1224471480302154,1.0,0.0,2.0,5.0,1485.6471999915343,1485.6471999915343,0.0,3.0,1.0,0.0,3.0,3.0,1.0,0.0,3.0,2.0,12.0,-3.0,2.0,12.0,-3.0,0.14606766308976696,1,1.5,1303.7339373734962,1585.6471999915343,3.0,0.0,0.886030867868346
23/08/2015,Everton,Man City,A,0,2,0,0,10,16,1,9,5,7,8,7,0,3,0,0,0.33,0.33,0.34,0.0,2.244894296060431,0.5,1.1224471480302154,2.5,0.0,5.0,2.0,3.0000000000000004,1.0,3.0000000000000004,3.0,1.0,6.0,0.0,1515.0,1529.3528000084657,-14.352800008465692,1.0,0.0,2.0,2.0,3.0,1.0,3.0,0.0,2.0,12.0,3.0,3.0,8.0,6.0,-0.35121084580865214,0,1.0,1700.5074292657764,1615.0,1.0,2.5,1.1113338099309062
23/08/2015,Watford,Southampton,D,0,0,0,0,13,14,0,5,10,11,5,2,0,2,0,0,0.33,0.33,0.34,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.244894296060431,0.5,1.1224471480302154,1.0,0.0,2.0,5.0,1499.3528000084657,1485.0,14.352800008465692,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,16.0,0.0,2.0,12.0,-3.0,-0.6391387746558778,1,1.0,0.0,1599.3528000084657,1.0,1.0,0.0
24/08/2015,Arsenal,Liverpool,D,0,0,0,0,19,15,5,8,2,13,7,8,1,4,0,0,0.33,0.33,0.34,0.0,3.0000000000000004,1.0,3.0000000000000004,1.0,0.0,2.0,3.0,3.0000000000000004,1.0,3.0000000000000004,1.0,1.0,2.0,0.0,1501.2919947606663,1528.7080052393337,-27.41601047866743,3.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,3.0,8.0,-1.0,3.0,8.0,2.0,0.38310268582595586,0,0.0,4503.875984281999,1601.2919947606663,1.0,0.5,2.9974182342305657
29/08/2015,Aston Villa,Sunderland,D,2,2,2,1,21,7,6,3,10,14,5,4,2,1,0,0,0.33,0.33,0.34,0.0,3.0,1.0,3.0,0.6666666666666666,0.0,2.0,3.0,2.1031425061523237,0.6666666666666666,1.402095004101549,1.3333333333333333,0.0,4.0,8.0,1484.9442203594372,1471.9320147072126,13.012205652224566,3.0,1.0,0.0,1.0,3.0,1.0,2.0,4.0,3.0,8.0,-1.0,2.3333333333333335,10.666666666666666,-4.0,0.8589402876148542,0,2.0,4454.8326610783115,1584.9442203594372,2.5,1.0,3.0304168589650833
29/08/2015,Bournemouth,Leicester,D,1,1,1,0,5,4,2,2,9,19,4,4,2,4,0,0,0.33,0.33,0.34,0.0,3.0,1.0,3.0,1.3333333333333333,0.0,4.0,5.0,2.1031425061523237,0.6666666666666666,1.402095004101549,2.3333333333333335,0.0,7.0,4.0,1487.528605964609,1528.0679852927874,-40.539379328178484,3.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,3.0,8.0,-1.0,2.3333333333333335,10.666666666666666,3.0,0.11484192173345421,1,0.5,4462.585817893827,1587.528605964609,1.0,1.0,3.025151907638046
29/08/2015,Chelsea,Crystal Palace,A,1,2,0,0,26,13,9,6,9,15,7,7,1,1,0,0,0.33,0.33,0.34,0.0,2.539506179781975,0.6666666666666666,1.69300411985465,1.6666666666666667,0.0,5.0,7.0,3.0,1.0,3.0,2.0,0.0,6.0,4.0,1500.6471999915343,1513.7637848798965,-13.11658488836224,1.0,0.0,2.0,2.0,3.0,1.0,3.0,1.0,2.3333333333333335,10.666666666666666,-2.0,3.0,8.0,2.0,-0.38853546110292564,0,1.5,2540.6018920340125,1600.6471999915343,1.5,2.5,1.6922739600595673
29/08/2015,Liverpool,West Ham,A,0,3,0,2,13,12,1,5,17,11,5,7,3,1,1,1,0.33,0.33,0.34,0.0,2.1031425061523237,0.6666666666666666,1.402095004101549,0.6666666666666666,1.0,2.0,0.0,3.0,1.0,3.0,2.0,0.0,6.0,6.0,1527.5268115601457,1483.7633887960574,43.76342276408832,3.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,2.3333333333333335,10.666666666666666,2.0,3.0,8.0,0.0,-0.4817067438325935,1,0.5,2141.7377111196483,1627.5268115601457,0.0,1.5,1.3768285376308846
29/08/2015,Man City,Watford,H,2,0,0,0,18,7,5,0,9,12,9,3,1,2,0,0,0.33,0.33,0.34,0.0,3.0,1.0,3.0,2.6666666666666665,1.0,8.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,2.0,2.0,1543.7334920786259,1498.7334920786259,45.0,3.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,3.0,8.0,8.0,1.0,16.0,0.0,-1.1748862178986237,0,2.5,4631.200476235877,1643.7334920786259,1.0,2.5,2.9150109284347927
29/08/2015,Newcastle,Arsenal,A,0,1,0,0,1,22,0,9,15,8,0,9,6,1,1,0,0.33,0.33,0.34,0.0,1.6426486859342984,0.3333333333333333,0.5475495619780995,0.6666666666666666,0.0,2.0,4.0,2.1031425061523237,0.6666666666666666,1.402095004101549,0.6666666666666666,0.0,2.0,3.0,1486.9320147072126,1502.4731884398543,-15.54117373264171,1.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,1.6666666666666667,13.333333333333332,-2.0,2.3333333333333335,10.666666666666666,-1.0,0.7492630234494501,1,1.5,814.1689733441472,1586.9320147072126,1.5,2.0,0.552361731971232
29/08/2015,Stoke,West Brom,A,0,1,0,1,13,15,5,5,4,9,6,5,1,4,2,0,0.33,0.33,0.34,0.0,1.460493820218025,0.3333333333333333,0.48683127340600835,1.0,0.0,3.0,4.0,2.3573513140657014,0.6666666666666666,1.5715675427104676,0.6666666666666666,0.0,2.0,6.0,1485.6471999915343,1470.6471999915343,15.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.6666666666666667,13.333333333333332,-1.0,2.3333333333333335,10.666666666666666,-4.0,-0.06674848754271627,0,0.0,723.2595182039494,1585.6471999915343,0.5,0.0,0.49153453802031444
29/08/2015,Tottenham,Everton,D,0,0,0,0,20,8,6,3,20,9,6,2,4,1,0,0,0.33,0.33,0.34,0.0,1.460493820218025,0.3333333333333333,0.48683127340600835,1.0,0.0,3.0,4.0,2.539506179781975,0.6666666666666666,1.69300411985465,1.6666666666666667,0.0,5.0,4.0,1486.9320147072126,1500.6193079298398,-13.687293222627204,1.0,0.0,2.0,2.0,3.0,1.0,3.0,0.0,1.6666666666666667,13.333333333333332,-1.0,2.3333333333333335,10.666666666666666,1.0,-0.05365437164370846,0,1.0,723.8850061880738,1586.9320147072126,1.0,2.5,0.49110981731925607
30/08/2015,Southampton,Norwich,H,3,0,1,0,23,6,8,1,4,12,6,4,0,0,0,1,0.33,0.33,0.34,0.0,1.6426486859342984,0.3333333333333333,0.5475495619780995,0.6666666666666666,0.0,2.0,5.0,2.1031425061523237,0.6666666666666666,1.402095004101549,1.6666666666666667,0.0,5.0,5.0,1485.6193079298398,1499.3528000084657,-13.733492078625886,3.0,1.0,0.0,3.0,3.0,1.0,3.0,1.0,1.6666666666666667,13.333333333333332,-3.0,2.3333333333333335,10.666666666666666,0.0,0.03204835534869166,1,0.5,813.450201323191,1585.6193079298398,2.0,1.5,0.5528498038381292
30/08/2015,Swansea,Man United,H,2,1,0,0,9,11,4,4,6,15,0,1,2,2,0,0,0.33,0.33,0.34,0.0,1.6426486859342984,0.3333333333333333,0.5475495619780995,1.6666666666666667,0.0,5.0,3.0,2.1031425061523237,0.6666666666666666,1.402095004101549,0.6666666666666666,1.0,2.0,0.0,1513.0679852927874,1528.0679852927874,-15.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,1.6666666666666667,13.333333333333332,2.0,2.3333333333333335,10.666666666666666,2.0,1.1071887873387887,1,1.0,828.4797125901512,1613.0679852927874,0.0,1.5,0.542820514973898
12/09/2015,West Brom,Southampton,D,0,0,0,0,8,14,1,4,5,5,4,5,1,0,0,0,0.33,0.33,0.34,0.0,2.575502135186476,0.75,1.931626601389857,0.75,0.0,3.0,6.0,2.124340241634557,0.5,1.0621701208172785,1.25,0.0,5.0,5.0,1486.2943999830686,1501.2119218286773,-14.91752184560869,3.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,2.5,10.0,-3.0,2.0,12.0,0.0,0.1146624905493146,0,1.0,2870.965800504072,1586.2943999830686,2.0,1.0,1.949438753263009
12/09/2015,Watford,Swansea,H,1,0,0,0,17,8,6,3,11,14,1,3,1,1,1,0,0.33,0.33,0.34,0.0,1.6998423768210333,0.25,0.42496059420525834,0.5,0.0,2.0,4.0,2.124340241634557,0.5,1.0621701208172785,1.75,0.0,7.0,4.0,1485.6655067858385,1528.7151852843217,-43.04967849848322,1.0,0.0,0.0,0.0,1.0,0.0,1.5,1.5,1.5,14.0,-2.0,2.0,12.0,3.0,-0.9806126712388414,0,0.75,631.3492965539662,1585.6655067858385,0.75,0.75,0.4290608406780328
12/09/2015,Norwich,Bournemouth,H,3,1,1,0,12,7,4,2,10,11,4,4,2,3,0,0,0.33,0.33,0.34,0.0,2.4549480807606026,0.75,1.841211060570452,1.25,0.0,5.0,8.0,2.3001576231789667,0.75,1.725118217384225,1.25,0.0,5.0,6.0,1483.7601861096282,1489.2709317933654,-5.510745683737241,2.0,0.5,1.0,2.0,3.0,1.0,2.0,2.0,2.5,10.0,-3.0,2.5,10.0,-1.0,0.9602719407278462,0,1.5,2731.9156658991196,1583.7601861096282,2.0,1.5,1.8613631884119177
12/09/2015,Arsenal,Stoke,H,2,0,1,0,29,9,12,4,6,13,13,1,1,1,0,0,0.33,0.33,0.34,0.0,2.4549480807606026,0.75,1.841211060570452,0.75,0.25,3.0,3.0,2.0304502159470785,0.5,1.0152251079735393,0.75,0.0,3.0,5.0,1516.8026691820849,1470.0,46.802669182084855,2.0,0.5,0.0,1.0,1.0,0.0,1.5,1.5,2.5,10.0,0.0,2.0,12.0,-2.0,0.4683692159750886,1,0.75,2792.7538512008387,1616.8026691820849,1.25,0.75,1.82081469591885
12/09/2015,Everton,Chelsea,H,3,1,2,1,14,15,9,2,12,12,7,14,2,2,0,0,0.33,0.33,0.34,0.0,1.969549784052921,0.5,0.9847748920264605,1.25,0.0,5.0,4.0,2.6693921608739544,0.75,2.0020441206554658,1.5,0.0,6.0,9.0,1500.0286854931821,1486.2132196000764,13.815465893105738,2.0,0.5,1.0,2.0,3.0,1.0,1.5,2.5,2.0,12.0,1.0,2.5,10.0,-3.0,-0.060783942914284746,0,1.75,1477.1905867931418,1600.0286854931821,2.25,1.25,0.9847560598842993
12/09/2015,Crystal Palace,Man City,A,0,1,0,0,10,21,2,7,13,13,4,4,2,3,0,0,0.33,0.33,0.34,0.0,2.9999999999999996,1.0,2.9999999999999996,2.0,0.0,8.0,5.0,2.9999999999999996,1.0,2.9999999999999996,2.5,1.0,10.0,0.0,1528.1977652713545,1556.8014773714133,-28.60371210005883,3.0,1.0,1.5,1.5,3.0,1.0,2.5,0.0,3.0,8.0,3.0,3.0,8.0,10.0,0.1741064300544549,0,0.75,4584.593295814063,1628.1977652713545,0.75,2.0,2.944645059863019
12/09/2015,Man United,Liverpool,H,3,1,0,0,9,8,3,4,6,11,4,4,1,2,0,0,0.33,0.33,0.34,0.0,2.4549480807606026,0.75,1.841211060570452,0.75,0.5,3.0,2.0,2.4549480807606026,0.75,1.841211060570452,0.5,0.25,2.0,3.0,1512.420785301253,1510.6473223614307,1.773462939822366,2.0,0.5,0.5,0.0,2.0,0.5,0.5,0.0,2.5,10.0,1.0,2.5,10.0,-1.0,-0.16610221870678749,1,0.25,2784.685878133316,1612.420785301253,0.0,0.5,1.8260900786982788
13/09/2015,Sunderland,Tottenham,A,0,1,0,0,12,15,2,4,11,12,6,8,2,1,0,0,0.33,0.33,0.34,0.0,1.7551057039395694,0.5,0.8775528519697847,1.5,0.0,6.0,10.0,1.3306078391260452,0.25,0.3326519597815113,0.75,0.0,3.0,4.0,1472.4935342677004,1487.5226371438703,-15.029102876169873,2.0,0.5,1.0,2.0,2.0,0.5,0.5,1.0,2.0,12.0,-4.0,1.5,14.0,-1.0,0.7158860982477617,0,1.0,1292.1909005036885,1572.4935342677004,1.5,0.75,0.8939457099954691
13/09/2015,Leicester,Aston Villa,H,3,2,0,1,21,11,6,4,8,13,4,5,2,1,0,0,0.33,0.33,0.34,0.0,1.7551057039395694,0.5,0.8775528519697847,2.0,0.0,8.0,5.0,2.3001576231789667,0.75,1.725118217384225,1.0,0.0,4.0,5.0,1526.3256594640309,1484.3827007989494,41.942958665081505,2.0,0.5,2.5,1.5,3.0,1.0,1.0,1.0,2.0,12.0,3.0,2.5,10.0,-1.0,0.6780941894324152,0,1.75,1339.4314354973228,1626.3256594640309,1.25,1.75,0.8624170535250688
